年級,科目,教授,年份,類別,名稱,路徑
大一,近代生物學(二),梁美智,106學年,講義,ch26,大一/近代生物學(二)/Chapter-26.pdf
大一,近代生物學(二),梁美智,106學年,講義,ch27,大一/近代生物學(二)/Chapter-27.pdf
大一,近代生物學(二),梁美智,106學年,講義,ch31,大一/近代生物學(二)/Chapter-31_Animal-Organization-and-Homeostasis_Student.pdf
大一,近代生物學(二),梁美智,106學年,講義,ch32,大一/近代生物學(二)/Chapter-32_Circulation-and-Cardiovascular-Systems_Student.pdf
大一,近代生物學(二),梁美智,106學年,講義,ch34,大一/近代生物學(二)/Chapter-34-Digestive-systems-and-nutrition.pdf
大一,近代生物學(二),梁美智,106學年,講義,ch35,大一/近代生物學(二)/Chapter-35-Respiratory-systems.pdf
大一,近代生物學(二),梁美智,106學年,講義,ch36,大一/近代生物學(二)/Chapter-36_Body-fluid-regulation-and-excretory.pdf
大一,近代生物學(二),梁美智,106學年,講義,ch37,大一/近代生物學(二)/Chapter-37_Neuron-and-nervous-system.pdf
大一,近代生物學(二),梁美智,106學年,講義,ch38,大一/近代生物學(二)/Chapter-38_Sense-organ.pdf
大一,近代生物學(二),梁美智,106學年,作業,hw_ch35,大一/近代生物學(二)/Assignment_Ch35.pdf
大一,近代生物學(二),梁美智,106學年,作業,hw_ch36,大一/近代生物學(二)/Assignment_Ch36.pdf
大一,近代生物學(二),梁美智,106學年,作業,hw_ch37_I,大一/近代生物學(二)/Assignment_Ch37-I.pdf
大一,近代生物學(二),梁美智,106學年,作業,hw_ch37_II,大一/近代生物學(二)/Assignment_Ch37-II.pdf
大一,近代生物學(二),梁美智,106學年,作業,hw_ch38,大一/近代生物學(二)/Assignment_Ch38.pdf
大一,近代生物學(二),梁美智,106學年,作業,hw_ch35_ans,大一/近代生物學(二)/近代生物學(二)Assignment-Chapter35_0610807.pdf
大一,近代生物學(二),梁美智,106學年,作業,hw_ch36_ans,大一/近代生物學(二)/近代生物學(二)Assignment-Chapter36_0610807.pdf
大一,近代生物學(二),梁美智,106學年,作業,hw_ch37_I_ans,大一/近代生物學(二)/近代生物學(二)Assignment-Chapter37-1_0610807.pdf
大一,計算機概論與程式設計,蔡中庸,107學年,上機,1,大一/計算機概論與程式設計/蔡中庸/107學年/上機/1.zip
大一,計算機概論與程式設計,蔡中庸,107學年,上機,2,大一/計算機概論與程式設計/蔡中庸/107學年/上機/2.zip
大一,計算機概論與程式設計,蔡中庸,107學年,上機,3,大一/計算機概論與程式設計/蔡中庸/107學年/上機/3.zip
大一,計算機概論與程式設計,蔡中庸,107學年,上機,4,大一/計算機概論與程式設計/蔡中庸/107學年/上機/4.zip
大一,計算機概論與程式設計,蔡中庸,107學年,上機,5,大一/計算機概論與程式設計/蔡中庸/107學年/上機/5.zip
大一,計算機概論與程式設計,蔡中庸,107學年,上機,6,大一/計算機概論與程式設計/蔡中庸/107學年/上機/6.zip
大一,計算機概論與程式設計,蔡中庸,107學年,上機,7,大一/計算機概論與程式設計/蔡中庸/107學年/上機/7.zip
大一,計算機概論與程式設計,蔡中庸,107學年,上機,8,大一/計算機概論與程式設計/蔡中庸/107學年/上機/8.zip
大一,計算機概論與程式設計,蔡中庸,107學年,上機,9,大一/計算機概論與程式設計/蔡中庸/107學年/上機/9.zip
大一,計算機概論與程式設計,蔡中庸,107學年,上機,10,大一/計算機概論與程式設計/蔡中庸/107學年/上機/10.zip
大一,計算機概論與程式設計,蔡中庸,107學年,上機,11,大一/計算機概論與程式設計/蔡中庸/107學年/上機/11.zip
大一,計算機概論與程式設計,蔡中庸,107學年,上機,12,大一/計算機概論與程式設計/蔡中庸/107學年/上機/12.zip
大一,計算機概論與程式設計,蔡中庸,107學年,上機,13,大一/計算機概論與程式設計/蔡中庸/107學年/上機/13.zip
大一,計算機概論與程式設計,蔡中庸,108學年,小考,quiz,大一/計算機概論與程式設計/蔡中庸/108學年/quiz.zip
大一,計算機概論與程式設計,蔡中庸,108學年,小考,1081016,大一/計算機概論與程式設計/蔡中庸/108學年/1081016.zip
大一,計算機概論與程式設計,蔡中庸,108學年,小考,1081101,大一/計算機概論與程式設計/蔡中庸/108學年/1081101.zip
大一,計算機概論與程式設計,蔡中庸,108學年,小考,1081211,大一/計算機概論與程式設計/蔡中庸/108學年/1081211.zip
大一,計算機概論與程式設計,蔡中庸,108學年,小考,1081227,大一/計算機概論與程式設計/蔡中庸/108學年/1081227.zip
大一,微積分(一),莊重,108學年,小考,quiz1,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/Quiz_1詳解.pdf
大一,微積分(一),莊重,108學年,小考,quiz2,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/Quiz_2詳解.pdf
大一,微積分(一),莊重,108學年,小考,quiz3,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/Quiz_3詳解.pdf
大一,微積分(一),莊重,108學年,小考,quiz4,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/Quiz_4詳解.pdf
大一,微積分(一),莊重,108學年,小考,quiz5,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/Quiz_5詳解.pdf
大一,微積分(一),莊重,108學年,小考,quiz6,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/Quiz_6詳解.pdf
大一,微積分(一),莊重,107學年,小考,quiz1,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/quiz1_sol.pdf
大一,微積分(一),莊重,107學年,小考,常速quiz1,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/常速/常速_Quiz1_詳解.pdf
大一,微積分(一),莊重,107學年,小考,常速 A quiz2,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/常速/常速-A-Quiz-2_詳解.pdf
大一,微積分(一),莊重,107學年,小考,常速 B quiz2,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/常速/常速_B_Quiz2詳解.pdf
大一,微積分(一),莊重,107學年,小考,常速 A quiz3,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/常速/常速_A_Quiz3_詳解.pdf
大一,微積分(一),莊重,107學年,小考,常速 B quiz3,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/常速/常速_B_Quiz3_sol.pdf
大一,微積分(一),莊重,107學年,小考,常速quiz4,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/常速/常速-Quiz-4-詳解.pdf
大一,微積分(一),莊重,107學年,小考,常速quiz5,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/常速/常速-Quiz-5詳解.pdf
大一,微積分(一),莊重,107學年,小考,常速quiz6,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/常速/常速Quiz6詳解.pdf
大一,微積分(一),莊重,107學年,小考,加速 A quiz1,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/加速/加速_A_Quiz1_詳解.pdf
大一,微積分(一),莊重,107學年,小考,加速 A quiz2,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/加速/加速_A_Quiz2_詳解.pdf
大一,微積分(一),莊重,107學年,小考,加速 A quiz3,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/加速/加速_A_Quiz3_詳解.pdf
大一,微積分(一),莊重,107學年,小考,加速 B quiz1,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/加速/加速_B_Quiz1_詳解.pdf
大一,微積分(一),莊重,107學年,小考,加速 B quiz2,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/加速/加速_B_Quiz2_詳解.pdf
大一,微積分(一),莊重,107學年,小考,加速 B quiz3,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/加速/加速_B_Quiz3_詳解.pdf
大一,微積分(一),莊重,107學年,小考,加速 quiz4,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/加速/加速_Quiz4_詳解.pdf
大一,微積分(一),莊重,107學年,小考,加速 quiz5,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/加速/加速_Quiz5_詳解.pdf
大一,微積分(一),莊重,107學年,小考,加速 quiz6,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/加速/加速_Quiz6_詳解.pdf
大一,微積分(一),莊重,107學年,小考,加速 quiz7,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/加速/加速_Quiz7_詳解.pdf
大一,微積分(一),莊重,107學年,期中考,midterm,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/大考/Midterm-詳解.pdf
大一,微積分(一),莊重,107學年,期中考,常速midterm,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/大考/常速-Midterm詳解.pdf
大一,微積分(一),莊重,107學年,期中考,加速midterm,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/大考/加速_Midterm_詳解.pdf
大一,微積分(一),莊重,107學年,期末考,加速final,大一/微積分_莊重/Calculus_Jonq_Juang/小考考古題/大考/加速_Final詳解.pdf
大一,微積分(一),蘇承芳,108學年,期中考,midterm,大一/微積分(一)/蘇承芳/2020/midterm1.zip
大一,微積分(一),楊春美,99學年,期中考,midterm,大一/微積分(一)/楊春美/99學年/期中考.pdf
大一,微積分(一),楊春美,99學年,期中考,midterm_ans,大一/微積分(一)/楊春美/99學年/期中考解答.pdf
大一,微積分(一),楊春美,99學年,期末考,final,大一/微積分(一)/楊春美/99學年/期末考.pdf
大一,微積分(一),楊春美,99學年,期末考,final_ans,大一/微積分(一)/楊春美/99學年/期末考解答.pdf
大一,微積分(一),楊春美,100學年,期末考,final,大一/微積分(一)/楊春美/100學年/期末考.pdf
大一,微積分(一),楊春美,100學年,期末考,final_ans,大一/微積分(一)/楊春美/100學年/期末考解答.pdf
大一,微積分(一),楊春美,101學年,期中考,midterm,大一/微積分(一)/楊春美/101學年/midterm.zip
大一,微積分(一),楊春美,102學年,期末考,final_A,大一/微積分(一)/楊春美/102學年/102學年期末-A.pdf
大一,微積分(一),楊春美,102學年,期末考,final_A_ans,大一/微積分(一)/楊春美/102學年/102學年期末-A_sol .pdf
大一,微積分(一),楊春美,102學年,期末考,final_B_ans,大一/微積分(一)/楊春美/102學年/102學年期末-B_sol.pdf
大一,微積分(一),楊春美,103學年,期末考,final_A,大一/微積分(一)/楊春美/103學年/103學年期末-A.pdf
大一,微積分(一),楊春美,103學年,期末考,final_B,大一/微積分(一)/楊春美/103學年/103學年期末-B.pdf
大一,微積分(一),楊春美,104學年,期末考,final_A,大一/微積分(一)/楊春美/104學年/104學年期末-A.pdf
大一,微積分(一),楊春美,104學年,期末考,final_A_ans,大一/微積分(一)/楊春美/104學年/104學年期末-A_sol.pdf
大一,微積分(一),楊春美,104學年,期末考,final_B,大一/微積分(一)/楊春美/104學年/104學年期末-B.pdf
大一,微積分(一),楊春美,104學年,期末考,final_B_ans,大一/微積分(一)/楊春美/104學年/104學年期末-B_sol.pdf
大一,微積分(一),楊春美,105學年,期中考,midterm_A,大一/微積分(一)/楊春美/105學年/105學年期中-A.pdf
大一,微積分(一),楊春美,105學年,期中考,midterm_A_ans,大一/微積分(一)/楊春美/105學年/105學年期中-A_sol.zip
大一,微積分(一),楊春美,105學年,期中考,midterm_B,大一/微積分(一)/楊春美/105學年/105學年期中-B.pdf
大一,微積分(一),楊春美,106學年,期中考,midterm,大一/微積分(一)/楊春美/106學年/106學年期中.pdf
大一,微積分(一),楊春美,106學年,期中考,midterm_ans,大一/微積分(一)/楊春美/106學年/106學年期中_sol.pdf
大一,微積分(一),楊春美,106學年,期末考,final,大一/微積分(一)/楊春美/106學年/106學年期末.pdf
大一,微積分(一),楊春美,107學年,期中考,midterm,大一/微積分(一)/楊春美/107學年/107學年期中.zip
大一,微積分(一),楊春美,107學年,期中考,midterm_ans,大一/微積分(一)/楊春美/107學年/107學年期中_sol.pdf
大一,微積分(一),楊春美,107學年,期末考,final,大一/微積分(一)/楊春美/107學年/107學年期末.zip
大一,微積分(一),楊春美,107學年,期末考,final_ans,大一/微積分(一)/楊春美/107學年/107學年期末_sol.pdf
大一,微積分(一),楊春美,107學年,作業,homewok1,大一/微積分(一)/楊春美/107學年/Homework_I.pdf
大一,微積分(一),楊春美,107學年,作業,homewok2,大一/微積分(一)/楊春美/107學年/Homework_II.pdf
大一,微積分(一),黃信元,108學年,小考,exam1,大一/微積分(一)/黃信元/exam2.zip
大一,微積分(一),黃信元,108學年,小考,exam2,大一/微積分(一)/黃信元/exam1.zip
大一,微積分(一),張書銘,107學年,期中考,midterm1,大一/微積分(一)/張書銘/107學年/第一次期中考.jpg
大一,微積分(一),張書銘,107學年,期中考,midterm2,大一/微積分(一)/張書銘/107學年/第二次期中考.jpg
大一,微積分(一),林武雄,109學年,期中考,midterm1,大一/微積分(一)/林武雄/2020/midterm1.zip
大一,微積分(一),余啟哲,101學年,期中考,midterm1,大一/微積分(一)/余啟哲/101學年/第一次.pdf
大一,微積分(一),余啟哲,101學年,期中考,midterm1_ans,大一/微積分(一)/余啟哲/101學年/第一次解答.pdf
大一,微積分(一),余啟哲,101學年,期中考,midterm2,大一/微積分(一)/余啟哲/101學年/第二次.pdf
大一,微積分(一),余啟哲,101學年,期中考,midterm2_ans,大一/微積分(一)/余啟哲/101學年/第二次解答.pdf
大一,微積分(一),余啟哲,101學年,期中考,midterm3,大一/微積分(一)/余啟哲/101學年/第三次.pdf
大一,微積分(一),余啟哲,101學年,期中考,midterm3_ans,大一/微積分(一)/余啟哲/101學年/第三次解答.pdf
大一,微積分(一),余啟哲,101學年,期中考,midterm4,大一/微積分(一)/余啟哲/101學年/第四次.pdf
大一,微積分(一),余啟哲,101學年,期中考,midterm4_ans,大一/微積分(一)/余啟哲/101學年/第四次解答.pdf
大一,微積分(一),余啟哲,101學年,期中考,midterm5,大一/微積分(一)/余啟哲/101學年/第五次.pdf
大一,微積分(一),余啟哲,101學年,期中考,midterm5_ans,大一/微積分(一)/余啟哲/101學年/第五次解答.pdf
大一,微積分(一),余啟哲,103學年,期中考,midterm1,大一/微積分(一)/余啟哲/103學年/midterm1.zip
大一,微積分(一),余啟哲,103學年,期中考,midterm2,大一/微積分(一)/余啟哲/103學年/midterm2.zip
大一,微積分(一),余啟哲,103學年,期中考,midterm3,大一/微積分(一)/余啟哲/103學年/midterm3.zip
大一,微積分(一),余啟哲,103學年,期中考,midterm4,大一/微積分(一)/余啟哲/103學年/midterm4.zip
大一,微積分(一),余啟哲,103學年,期中考,midterm5,大一/微積分(一)/余啟哲/103學年/midterm5.zip
大一,微積分(一),余啟哲,105學年暑,期中考,midterm,大一/微積分(一)/余啟哲/105學年暑/期中考.pdf
大一,微積分(一),余啟哲,105學年暑,期末考,final,大一/微積分(一)/余啟哲/105學年暑/期末考.pdf
大一,微積分(一),余啟哲,106學年暑,期中考,midterm,大一/微積分(一)/余啟哲/106學年暑/midterm.zip
大一,微積分(一),余啟哲,106學年暑,期末考,final,大一/微積分(一)/余啟哲/106學年暑/final.zip
大一,微積分(一),余啟哲,107學年,期中考,midterm1,大一/微積分(一)/余啟哲/107學年/midterm1.zip
大一,微積分(一),余啟哲,107學年,期中考,midterm2,大一/微積分(一)/余啟哲/107學年/midterm2.zip
大一,微積分(一),余啟哲,107學年,期中考,midterm3,大一/微積分(一)/余啟哲/107學年/midterm3.zip
大一,微積分(一),余啟哲,107學年,期中考,midterm4,大一/微積分(一)/余啟哲/107學年/midterm4.zip
大一,微積分(一),余啟哲,107學年,期中考,midterm5,大一/微積分(一)/余啟哲/107學年/midterm5.zip
大一,微積分(一),余啟哲,108學年,期中考,midterm1,大一/微積分(一)/余啟哲/108學年/midterm1.zip
大一,微積分(一),余啟哲,108學年,期中考,midterm2,大一/微積分(一)/余啟哲/108學年/midterm2.zip
大一,微積分(一),余啟哲,108學年,期中考,midterm3,大一/微積分(一)/余啟哲/108學年/midterm3.zip
大一,微積分(一),余啟哲,108學年,期中考,midterm4,大一/微積分(一)/余啟哲/108學年/midterm4.zip
大一,微積分(一),余啟哲,108學年,期中考,midterm5,大一/微積分(一)/余啟哲/108學年/midterm5.zip
大一,微積分(一),余啟哲,108學年暑,期中考,midterm,大一/微積分(一)/余啟哲/108學年暑/midterm.zip
大一,微積分(一),余啟哲,108學年暑,期末考,final,大一/微積分(一)/余啟哲/108學年暑/final.zip
大一,微積分(一),余啟哲,109學年,期中考,midterm1,大一/微積分(一)/余啟哲/109學年/midterm1.zip
大一,微積分(一),余啟哲,109學年,期中考,midterm2,大一/微積分(一)/余啟哲/109學年/midterm2.zip
大一,微積分(一),王夏聲,108學年,期中考,midterm1,大一/微積分(一)/王夏聲/Fall/test1.pdf
大一,微積分(一),王夏聲,108學年,期中考,midterm2,大一/微積分(一)/王夏聲/Fall/test2.pdf
大一,微積分(一),王夏聲,108學年,期中考,midterm3,大一/微積分(一)/王夏聲/Fall/test3s.pdf
大一,微積分(一),王夏聲,108學年,期中考,midterm4,大一/微積分(一)/王夏聲/Fall/test4s.pdf
大一,微積分(一),王夏聲,108學年,期中考,midterm5,大一/微積分(一)/王夏聲/Fall/test5.pdf
大一,微積分(一),王夏聲,108學年,期中考,midterm6,大一/微積分(一)/王夏聲/Fall/test6.pdf
大一,微積分(一),千野由喜,109學年,期中考,midterm7,大一/微積分(一)/千野由喜/2020/midterm1.zip
大一,微積分(二),蘇承芳,108學年,期中考,midterm1,大一/微積分(二)/蘇承芳/midterm2.zip
大一,微積分(二),蘇承芳,108學年,期中考,midterm2,大一/微積分(二)/蘇承芳/final.zip
大一,微積分(二),蘇承芳,108學年,期末考,final,大一/微積分(二)/蘇承芳/midterm1.zip
大一,微積分(二),楊春美,102學年,期中考,midterm,大一/微積分(二)/楊春美/102學年/midterm.zip
大一,微積分(二),楊春美,102學年,期末考,final,大一/微積分(二)/楊春美/102學年/final.zip
大一,微積分(二),楊春美,104學年,期末考,final,大一/微積分(二)/楊春美/104學年/104學年期末Q_S.pdf
大一,微積分(二),楊春美,105學年,期中考,midterm,大一/微積分(二)/楊春美/105學年/105學年期中.pdf
大一,微積分(二),楊春美,105學年,期中考,midterm_ans,大一/微積分(二)/楊春美/105學年/105學年期中_sol.pdf
大一,微積分(二),楊春美,105學年,期末考,final,大一/微積分(二)/楊春美/105學年/105學年期末.pdf
大一,微積分(二),楊春美,106學年,期中考,midterm,大一/微積分(二)/楊春美/106學年/106學年期中.pdf
大一,微積分(二),楊春美,106學年,期中考,midterm_ans,大一/微積分(二)/楊春美/106學年/106學年期中_sol.pdf
大一,微積分(二),楊春美,107學年,期中考,midterm,大一/微積分(二)/楊春美/107學年/midterm.zip
大一,微積分(二),張書銘,107學年,期中考,midterm1,大一/微積分(二)/張書銘/107學年/第二次期中考.jpg
大一,微積分(二),張書銘,107學年,期中考,midterm2,大一/微積分(二)/張書銘/107學年/第一次期中考.jpg
大一,微積分(二),余啟哲,102學年,期中考,midterm1,大一/微積分(二)/余啟哲/102學年/微積分(二)余啟哲第1次考試.PDF
大一,微積分(二),余啟哲,102學年,期中考,midterm2,大一/微積分(二)/余啟哲/102學年/微積分(二)余啟哲第2次考試.PDF
大一,微積分(二),余啟哲,102學年,期中考,midterm3,大一/微積分(二)/余啟哲/102學年/微積分(二)余啟哲第4次考試.PDF
大一,微積分(二),余啟哲,102學年,期中考,midterm4,大一/微積分(二)/余啟哲/102學年/微積分(二)余啟哲第5次考試.PDF
大一,微積分(二),余啟哲,103學年,期中考,midterm1,大一/微積分(二)/余啟哲/103學年/midterm1.zip
大一,微積分(二),余啟哲,103學年,期中考,midterm2,大一/微積分(二)/余啟哲/103學年/midterm2.zip
大一,微積分(二),余啟哲,103學年,期中考,midterm3,大一/微積分(二)/余啟哲/103學年/midterm3.zip
大一,微積分(二),余啟哲,103學年,期中考,midterm4,大一/微積分(二)/余啟哲/103學年/midterm4.zip
大一,微積分(二),余啟哲,107學年上,期中考,midterm1,大一/微積分(二)/余啟哲/107學年上/midterm1.zip
大一,微積分(二),余啟哲,107學年上,期中考,midterm2,大一/微積分(二)/余啟哲/107學年上/midterm2.zip
大一,微積分(二),余啟哲,107學年上,期中考,midterm3,大一/微積分(二)/余啟哲/107學年上/midterm3.zip
大一,微積分(二),余啟哲,107學年上,期中考,midterm4,大一/微積分(二)/余啟哲/107學年上/midterm4.zip
大一,微積分(二),余啟哲,107學年上,期中考,midterm5,大一/微積分(二)/余啟哲/107學年上/第五次小考解答.pdf
大一,微積分(二),余啟哲,107學年上,講義,note1,大一/微積分(二)/余啟哲/107學年上/重點提示-1.pdf
大一,微積分(二),余啟哲,107學年上,講義,note2,大一/微積分(二)/余啟哲/107學年上/重點提示-2.pdf
大一,微積分(二),余啟哲,107學年上,講義,note3,大一/微積分(二)/余啟哲/107學年上/重點提示-3.pdf
大一,微積分(二),余啟哲,107學年上,講義,note4,大一/微積分(二)/余啟哲/107學年上/重點提示-4.pdf
大一,微積分(二),余啟哲,107學年上,講義,note5,大一/微積分(二)/余啟哲/107學年上/重點提示-5.pdf
大一,微積分(二),余啟哲,107學年上,講義,note6,大一/微積分(二)/余啟哲/107學年上/重點提示-6.pdf
大一,微積分(二),余啟哲,107學年下,期中考,midterm1,大一/微積分(二)/余啟哲/107學年下/midterm1.zip
大一,微積分(二),余啟哲,107學年下,期中考,midterm2,大一/微積分(二)/余啟哲/107學年下/midterm2.zip
大一,微積分(二),余啟哲,107學年下,期中考,midterm3,大一/微積分(二)/余啟哲/107學年下/midterm3.zip
大一,微積分(二),余啟哲,107學年下,期中考,midterm4,大一/微積分(二)/余啟哲/107學年下/midterm4.zip
大一,微積分(二),余啟哲,107學年下,期中考,midterm5,大一/微積分(二)/余啟哲/107學年下/midterm5.zip
大一,微積分(二),余啟哲,108學年上,期中考,midterm1,大一/微積分(二)/余啟哲/108學年上/midterm1.zip
大一,微積分(二),余啟哲,108學年上,期中考,midterm2,大一/微積分(二)/余啟哲/108學年上/midterm2.zip
大一,微積分(二),余啟哲,108學年上,期中考,midterm3,大一/微積分(二)/余啟哲/108學年上/midterm3.zip
大一,微積分(二),余啟哲,108學年上,期中考,midterm4,大一/微積分(二)/余啟哲/108學年上/midterm4.zip
大一,微積分(二),余啟哲,108學年上,期中考,midterm5,大一/微積分(二)/余啟哲/108學年上/midterm5.zip
大一,微積分(二),王夏聲,108學年,期中考,test1,大一/微積分(二)/王夏聲/Spring/test1.pdf
大一,微積分(二),王夏聲,108學年,期中考,test2,大一/微積分(二)/王夏聲/Spring/test2.pdf
大一,微積分(二),王夏聲,108學年,期中考,test3,大一/微積分(二)/王夏聲/Spring/test3.pdf
大一,微積分(二),王夏聲,108學年,期中考,test4,大一/微積分(二)/王夏聲/Spring/test4.pdf
大一,微積分(二),王夏聲,108學年,期中考,test5,大一/微積分(二)/王夏聲/Spring/test5.pdf
大一,微積分(二),千野由喜,109學年,期中考,midterm,大一/微積分(二)/千野由喜/109下學期/midterm.zip
大一,微積分(二),千野由喜,109學年,小考,quiz1,大一/微積分(二)/千野由喜/109下學期/小考/quiz1.jpg
大一,微積分(二),千野由喜,109學年,小考,quiz2,大一/微積分(二)/千野由喜/109下學期/小考/quiz2.jpg
大一,微積分(二),千野由喜,109學年,小考,quiz3,大一/微積分(二)/千野由喜/109下學期/小考/quiz3.jpg
大一,微積分(二),千野由喜,109學年,小考,quiz4,大一/微積分(二)/千野由喜/109下學期/小考/quiz4.jpg
大一,微積分(二),千野由喜,109學年,小考,quiz5,大一/微積分(二)/千野由喜/109下學期/小考/quiz5.jpg
大一,微積分(二),千野由喜,109學年,小考,quiz6,大一/微積分(二)/千野由喜/109下學期/小考/quiz6.jpg
大一,微積分(二),千野由喜,109學年,小考,quiz7,大一/微積分(二)/千野由喜/109下學期/小考/quiz7.jpg
大一,線性代數,桑梓賢,109學年,影片,513,大一/線性代數/桑梓賢/VIDEO/513.txt
大一,線性代數,桑梓賢,109學年,影片,517-522,大一/線性代數/桑梓賢/VIDEO/517-522.txt
大一,線性代數,桑梓賢,109學年,影片,524-528,大一/線性代數/桑梓賢/VIDEO/524-528.txt
大一,線性代數,桑梓賢,109學年,影片,531-614,大一/線性代數/桑梓賢/VIDEO/531-614.txt
大一,線性代數,桑梓賢,109學年,講義,Lec1,大一/線性代數/桑梓賢/ppt/Abridged_Lec1.pdf
大一,線性代數,桑梓賢,109學年,講義,Lec2,大一/線性代數/桑梓賢/ppt/Abridged_Lec2.pdf
大一,線性代數,桑梓賢,109學年,講義,Lec3,大一/線性代數/桑梓賢/ppt/Abridged_Lec3.pdf
大一,線性代數,桑梓賢,109學年,講義,Lec4,大一/線性代數/桑梓賢/ppt/Abridged_Lec4.pdf
大一,線性代數,桑梓賢,109學年,講義,Lec5,大一/線性代數/桑梓賢/ppt/Abridged_Lec5.pdf
大一,線性代數,桑梓賢,109學年,講義,Lec6,大一/線性代數/桑梓賢/ppt/Abridged_Lec6.pdf
大一,線性代數,桑梓賢,109學年,講義,Lec7,大一/線性代數/桑梓賢/ppt/Abridged_Lec7.pdf
大一,線性代數,桑梓賢,109學年,講義,Lec8,大一/線性代數/桑梓賢/ppt/Abridged_Lec8.pdf
大一,線性代數,桑梓賢,109學年,講義,Lec9,大一/線性代數/桑梓賢/ppt/Abridged_Lec9.pdf
大一,線性代數,桑梓賢,109學年,講義,Lec10,大一/線性代數/桑梓賢/ppt/Abridged_Lec10.pdf
大一,線性代數,桑梓賢,109學年,講義,Lec11,大一/線性代數/桑梓賢/ppt/Abridged_Lec11.pdf
大一,線性代數,桑梓賢,109學年,講義,Lec12,大一/線性代數/桑梓賢/ppt/Abridged_Lec12.pdf
大一,線性代數,桑梓賢,109學年,講義,Lec13,大一/線性代數/桑梓賢/ppt/Abridged_Lec13.pdf
大一,線性代數,桑梓賢,109學年,作業,HW1,大一/線性代數/桑梓賢/HW/hw/HW1.docx
大一,線性代數,桑梓賢,109學年,作業,HW2,大一/線性代數/桑梓賢/HW/hw/HW2.docx
大一,線性代數,桑梓賢,109學年,作業,HW3,大一/線性代數/桑梓賢/HW/hw/HW3.docx
大一,線性代數,桑梓賢,109學年,作業,HW4,大一/線性代數/桑梓賢/HW/hw/HW4.docx
大一,線性代數,桑梓賢,109學年,作業,HW5,大一/線性代數/桑梓賢/HW/hw/HW5.docx
大一,線性代數,桑梓賢,109學年,作業,HW6,大一/線性代數/桑梓賢/HW/hw/HW6.docx
大一,線性代數,桑梓賢,109學年,作業,HW7,大一/線性代數/桑梓賢/HW/hw/HW7.docx
大一,線性代數,桑梓賢,109學年,作業,HW8,大一/線性代數/桑梓賢/HW/hw/HW8.docx
大一,線性代數,桑梓賢,109學年,作業,HW9,大一/線性代數/桑梓賢/HW/hw/HW9.docx
大一,線性代數,桑梓賢,109學年,作業,HW10,大一/線性代數/桑梓賢/HW/hw/HW10.docx
大一,線性代數,桑梓賢,109學年,作業,HW11,大一/線性代數/桑梓賢/HW/hw/HW11.docx
大一,線性代數,桑梓賢,109學年,作業,HW12,大一/線性代數/桑梓賢/HW/hw/HW12.docx
大一,線性代數,桑梓賢,109學年,作業,HW13,大一/線性代數/桑梓賢/HW/hw/HW13.docx
大一,線性代數,桑梓賢,109學年,作業,HW1_sol,大一/線性代數/桑梓賢/HW/SOL/HW1_SOL.pdf
大一,線性代數,桑梓賢,109學年,作業,HW2_sol,大一/線性代數/桑梓賢/HW/SOL/linear_algebra_hw2_solution.pdf
大一,線性代數,桑梓賢,109學年,作業,HW3_sol,大一/線性代數/桑梓賢/HW/SOL/HW3_sol.pdf
大一,線性代數,桑梓賢,109學年,作業,HW4_sol,大一/線性代數/桑梓賢/HW/SOL/solution_HW4.pdf
大一,線性代數,桑梓賢,109學年,作業,HW5_sol,大一/線性代數/桑梓賢/HW/SOL/HW5_SOL.pdf
大一,線性代數,桑梓賢,109學年,作業,HW6_sol,大一/線性代數/桑梓賢/HW/SOL/solution_HW6.pdf
大一,線性代數,桑梓賢,109學年,作業,HW7_sol,大一/線性代數/桑梓賢/HW/SOL/HW7_SOL.pdf
