科目,教授,年份,類別,類型,名稱,路徑
電子設計自動化演算法與實作,劉建男,109學年,作業,zip,hw4,大三以上選修/電子設計自動化演算法與實作/劉建男/EDA_HW/HW4.zip
電腦網路導論,李程輝,108學年,作業,zip,hw1,大三以上選修/電腦網路導論/李程輝/2019/HW1.zip
電腦網路導論,李程輝,108學年,作業,zip,hw2,大三以上選修/電腦網路導論/李程輝/2019/HW2.zip
電腦網路導論,李程輝,108學年,作業,zip,hw3,大三以上選修/電腦網路導論/李程輝/2019/HW3.zip
電腦網路導論,李程輝,108學年,作業,zip,hw4,大三以上選修/電腦網路導論/李程輝/2019/HW4.zip
電腦網路導論,李程輝,108學年,作業,zip,hw5,大三以上選修/電腦網路導論/李程輝/2019/HW5.zip
電腦網路導論,李程輝,108學年,作業,zip,hw6,大三以上選修/電腦網路導論/李程輝/2019/HW6.zip
電腦網路導論,李程輝,108學年,期中考,zip,midterm1,大三以上選修/電腦網路導論/李程輝/2019/mid.zip
電腦網路導論,李程輝,108學年,期中考,zip,midterm2,大三以上選修/電腦網路導論/李程輝/2019/mid2.zip
電腦網路導論,李程輝,108學年,期末考,zip,final,大三以上選修/電腦網路導論/李程輝/2019/final.zip
電腦網路導論,李程輝,109學年,期末考,zip,final,大三以上選修/電腦網路導論/李程輝/2020/final.zip
語音處理導論,王逸如,107學年,期末考,zip,final,大三以上選修/語音處理導論/final.zip
數位訊號處理導論,冀泰石,未知,期中考,docx,crib midterm,大三以上選修/數位訊號處理導論/冀泰石/crib_midterm.docx
數位訊號處理導論,冀泰石,未知,期中考,docx,crib final,大三以上選修/數位訊號處理導論/冀泰石/crib_final.docx
數位訊號處理導論,冀泰石,100學年,期中考,pdf,midterm,大三以上選修/數位訊號處理導論/冀泰石/2011/2011_Mid.pdf
數位訊號處理導論,冀泰石,101學年,期末考,zip,final,大三以上選修/數位訊號處理導論/冀泰石/2012/final.zip
數位訊號處理導論,冀泰石,102學年,期中考,pdf,midterm sol,大三以上選修/數位訊號處理導論/冀泰石/2013/midterm_sol1.pdf
數位訊號處理導論,冀泰石,103學年,期中考,pdf,midterm sol,大三以上選修/數位訊號處理導論/冀泰石/2014/midterm_sol.pdf
數位訊號處理導論,冀泰石,103學年,期末考,zip,final,大三以上選修/數位訊號處理導論/冀泰石/2014/final.zip
數位訊號處理導論,冀泰石,103學年,期末考,zip,final sol,大三以上選修/數位訊號處理導論/冀泰石/2014/final_sol.zip
數位訊號處理導論,冀泰石,104學年,期中考,pdf,midterm,大三以上選修/數位訊號處理導論/冀泰石/2015/midterm.pdf
數位訊號處理導論,冀泰石,104學年,期中考,pdf,midterm sol,大三以上選修/數位訊號處理導論/冀泰石/2015/midterm_sol.pdf
數位訊號處理導論,冀泰石,104學年,期末考,pdf,final,大三以上選修/數位訊號處理導論/冀泰石/2015/final.pdf
數位訊號處理導論,冀泰石,104學年,期末考,pdf,final sol,大三以上選修/數位訊號處理導論/冀泰石/2015/final_sol.pdf
數位訊號處理導論,冀泰石,105學年,期末考,pdf,final,大三以上選修/數位訊號處理導論/冀泰石/2016/final.pdf
數位訊號處理導論,冀泰石,106學年,期中考,docx,midterm,大三以上選修/數位訊號處理導論/冀泰石/2017/mid.docx
數位訊號處理導論,冀泰石,106學年,期末考,pdf,final,大三以上選修/數位訊號處理導論/冀泰石/2017/final.pdf
數位訊號處理導論,冀泰石,107學年,作業,zip,hw1,大三以上選修/數位訊號處理導論/冀泰石/2018/hw1.zip
數位訊號處理導論,冀泰石,107學年,作業,zip,hw2,大三以上選修/數位訊號處理導論/冀泰石/2018/hw2.zip
數位訊號處理導論,冀泰石,107學年,作業,zip,hw3,大三以上選修/數位訊號處理導論/冀泰石/2018/hw3.zip
數位訊號處理導論,冀泰石,107學年,作業,zip,hw4,大三以上選修/數位訊號處理導論/冀泰石/2018/hw4.zip
數位訊號處理導論,冀泰石,107學年,作業,zip,hw5,大三以上選修/數位訊號處理導論/冀泰石/2018/hw5.zip
數位訊號處理導論,冀泰石,107學年,作業,zip,hw6,大三以上選修/數位訊號處理導論/冀泰石/2018/hw6.zip
數位訊號處理導論,冀泰石,108學年,作業,docx,hw1,大三以上選修/數位訊號處理導論/冀泰石/2019/hw1.docx
數位訊號處理導論,冀泰石,108學年,作業,docx,hw1 sol,大三以上選修/數位訊號處理導論/冀泰石/2019/hw1_sol.docx
數位訊號處理導論,冀泰石,108學年,作業,docx,hw2 sol,大三以上選修/數位訊號處理導論/冀泰石/2019/hw2_sol.docx
數位訊號處理導論,冀泰石,108學年,作業,docx,hw3,大三以上選修/數位訊號處理導論/冀泰石/2019/hw3.docx
數位訊號處理導論,冀泰石,108學年,作業,docx,hw3 sol,大三以上選修/數位訊號處理導論/冀泰石/2019/hw3_sol.docx
數位訊號處理導論,冀泰石,108學年,作業,docx,hw4,大三以上選修/數位訊號處理導論/冀泰石/2019/hw4.docx
數位訊號處理導論,冀泰石,108學年,作業,docx,hw4 sol,大三以上選修/數位訊號處理導論/冀泰石/2019/hw4_sol.docx
數位訊號處理導論,冀泰石,108學年,作業,docx,hw5,大三以上選修/數位訊號處理導論/冀泰石/2019/hw5.docx
數位訊號處理導論,冀泰石,108學年,小考,docx,quiz1,大三以上選修/數位訊號處理導論/冀泰石/2019/quiz1.docx
數位訊號處理導論,冀泰石,108學年,小考,pdf,quiz1 sol,大三以上選修/數位訊號處理導論/冀泰石/2019/quiz1-ans.pdf
數位訊號處理導論,陳福川,109學年,期中考,pdf,midterm 1,大三以上選修/數位訊號處理導論/陳福川/2020F/mid1.pdf
數位訊號處理導論,陳福川,109學年,期中考,pdf,midterm 2,大三以上選修/數位訊號處理導論/陳福川/2020F/mid2.pdf
數位訊號處理導論,陳福川,109學年,期中考,pdf,final,大三以上選修/數位訊號處理導論/陳福川/2020F/final.pdf
數位訊號處理導論,陳福川,109學年,期中考,pdf,midterm,大三以上選修/數位訊號處理導論/陳福川/2021/mid.pdf
數位訊號處理導論,劉志尉,104學年,期末考,pdf,final,大三以上選修/數位訊號處理導論/劉志尉/2015/final.pdf
數位訊號處理導論,劉志尉,109學年,作業,zip,hw1,大三以上選修/數位訊號處理導論/劉志尉/2020/hw1.zip
數位訊號處理導論,劉志尉,109學年,作業,zip,hw2,大三以上選修/數位訊號處理導論/劉志尉/2020/hw2.zip
數位訊號處理導論,劉志尉,109學年,作業,zip,hw3,大三以上選修/數位訊號處理導論/劉志尉/2020/hw3.zip
數位訊號處理導論,劉志尉,109學年,作業,pdf,hw4,大三以上選修/數位訊號處理導論/劉志尉/2020/hw4.pdf
數位訊號處理導論,劉志尉,109學年,作業,zip,hw5,大三以上選修/數位訊號處理導論/劉志尉/2020/hw5.zip
數位訊號處理導論,劉志尉,109學年,作業,zip,hw6,大三以上選修/數位訊號處理導論/劉志尉/2020/hw6.zip
數位訊號處理導論,劉志尉,109學年,作業,zip,hw7,大三以上選修/數位訊號處理導論/劉志尉/2020/hw7.zip
數位訊號處理導論,劉志尉,109學年,小考,zip,quiz1,大三以上選修/數位訊號處理導論/劉志尉/2020/quiz1.zip
數位訊號處理導論,劉志尉,109學年,小考,zip,quiz2,大三以上選修/數位訊號處理導論/劉志尉/2020/quiz2.zip
數位訊號處理導論,劉志尉,109學年,小考,zip,quiz3,大三以上選修/數位訊號處理導論/劉志尉/2020/quiz3.zip
數位訊號處理導論,劉志尉,109學年,小考,pdf,quiz4,大三以上選修/數位訊號處理導論/劉志尉/2020/quiz4.pdf
數位訊號處理導論,劉志尉,109學年,期中考,zip,midterm,大三以上選修/數位訊號處理導論/劉志尉/2020/midterm.zip
數位訊號處理導論,劉志尉,109學年,期末考,zip,final,大三以上選修/數位訊號處理導論/劉志尉/2020/final.zip
數位訊號處理導論,劉志尉,109學年,實驗,m,lab file,大三以上選修/數位訊號處理導論/劉志尉/2020/lab.m
數位訊號處理導論,劉志尉,109學年,實驗,fig,lab fig,大三以上選修/數位訊號處理導論/劉志尉/2020/lab.fig
數位通訊導論,陳伯寧,107學年,期中考,zip,midterm1,大三以上選修/數位通訊導論/陳伯寧/2018S/exam/midterm1.zip
數位通訊導論,陳伯寧,107學年,期中考,zip,midterm2,大三以上選修/數位通訊導論/陳伯寧/2018S/exam/midterm2.zip
數位通訊導論,陳伯寧,107學年,期末考,zip,final,大三以上選修/數位通訊導論/陳伯寧/2018S/exam/final.zip
數位通訊導論,陳伯寧,107學年,講義,pdf,ch6,大三以上選修/數位通訊導論/陳伯寧/2018S/handout/chap6Passband_Data_Transmission.pdf
數位通訊導論,陳伯寧,107學年,講義,pdf,ch7,大三以上選修/數位通訊導論/陳伯寧/2018S/handout/chap7Spread_Spectrum_Modulation.pdf
數位通訊導論,陳伯寧,107學年,講義,pdf,ch8,大三以上選修/數位通訊導論/陳伯寧/2018S/handout/chap8Multiuser_Radio_Communications.pdf
數位通訊導論,陳伯寧,107學年,講義,pdf,ch9,大三以上選修/數位通訊導論/陳伯寧/2018S/handout/chap9Fundamental_Limits_in_Information_Theory.pdf
數位通訊導論,陳伯寧,107學年,講義,pdf,ch10,大三以上選修/數位通訊導論/陳伯寧/2018S/handout/chap10Error_Control_Coding.pdf
數位通訊導論,陳伯寧,107學年,小考,pdf,quiz1,大三以上選修/數位通訊導論/陳伯寧/2018S/quiz/quiz01_sample_solution18(Mar.9).pdf
數位通訊導論,陳伯寧,107學年,小考,pdf,quiz2,大三以上選修/數位通訊導論/陳伯寧/2018S/quiz/quiz02_sample_solution18(Mar.16).pdf
數位通訊導論,陳伯寧,107學年,小考,pdf,quiz3,大三以上選修/數位通訊導論/陳伯寧/2018S/quiz/quiz03_sample_solution18(Mar.23).pdf
數位通訊導論,陳伯寧,107學年,小考,pdf,quiz4,大三以上選修/數位通訊導論/陳伯寧/2018S/quiz/quiz04_sample_solution18(Apr.20).pdf
數位通訊導論,陳伯寧,107學年,小考,pdf,quiz5,大三以上選修/數位通訊導論/陳伯寧/2018S/quiz/quiz05_sample_solution18(Apr.27).pdf
數位通訊導論,陳伯寧,107學年,小考,pdf,quiz6,大三以上選修/數位通訊導論/陳伯寧/2018S/quiz/quiz06_sample_solution18(May.25).pdf
數位通訊導論,陳伯寧,107學年,小考,pdf,quiz7,大三以上選修/數位通訊導論/陳伯寧/2018S/quiz/quiz07_sample_solution18(Jun.1).pdf
數位通訊導論,陳伯寧,107學年,小考,pdf,quiz8,大三以上選修/數位通訊導論/陳伯寧/2018S/quiz/quiz08_sample_solution18(Jun.8).pdf
數位通訊導論,陳伯寧,107學年,期末考,pdf,final_I,大三以上選修/數位通訊導論/陳伯寧/2018S/quiz/final_sample_problems_part_I(Jun.22).pdf
數位通訊導論,陳伯寧,107學年,期末考,pdf,final_II,大三以上選修/數位通訊導論/陳伯寧/2018S/quiz/final_sample_problems_part_II(Jun.22).pdf
數位通訊導論,陳伯寧,108學年,期中考,zip,midterm,大三以上選修/數位通訊導論/陳伯寧/2019S/midterm.zip
數位通訊導論,陳伯寧,108學年,期末考,zip,final,大三以上選修/數位通訊導論/陳伯寧/2019S/final.zip
數據通訊,李程輝,97學年,期末考,pdf,final,大三以上選修/數據通訊/數據通訊_李程輝/Past_Final/2008/2008-Final.pdf
數據通訊,李程輝,100學年,期末考,pdf,final,大三以上選修/數據通訊/數據通訊_李程輝/Past_Final/2011/Data_Communication_Final_Exam_2011.pdf
數據通訊,李程輝,103學年,期中考,zip,midterm1,大三以上選修/數據通訊/數據通訊_李程輝/Midtern_1_PastExam/2014.zip
數據通訊,李程輝,103學年,期中考,zip,midterm2,大三以上選修/數據通訊/數據通訊_李程輝/Past_Midtern2/2014.zip
數據通訊,李程輝,103學年,期末考,zip,final,大三以上選修/數據通訊/數據通訊_李程輝/Past_Final/2014/2014.zip
數據通訊,李程輝,104學年,期末考,zip,final,大三以上選修/數據通訊/數據通訊_李程輝/Past_Final/2015/2015.zip
數據通訊,李程輝,105學年,期中考,zip,midterm1,大三以上選修/數據通訊/數據通訊_李程輝/Midtern_1_PastExam/2016.zip
數據通訊,李程輝,105學年,期中考,zip,midterm2,大三以上選修/數據通訊/數據通訊_李程輝/Past_Midtern2/2016.zip
數據通訊,李程輝,105學年,期末考,pdf,final,大三以上選修/數據通訊/數據通訊_李程輝/Past_Final/2016/2016_final_sol.pdf
數據通訊,李程輝,106學年,期末考,zip,final,大三以上選修/數據通訊/數據通訊_李程輝/Past_Final/2017/final.zip
數據通訊,李程輝,108學年,期中考,zip,midterm1,大三以上選修/數據通訊/數據通訊_李程輝/Midtern_1_PastExam/2019.zip
數據通訊,李程輝,109學年,期中考,zip,midterm1,大三以上選修/數據通訊/數據通訊_李程輝/Midtern_1_PastExam/2021.zip
數據通訊,李程輝,109學年,期末考,zip,final,大三以上選修/數據通訊/數據通訊_李程輝/Past_Final/2021/2021.zip
數據通訊,李程輝,109學年,筆記,pdf,final_note,大三以上選修/數據通訊/數據通訊_李程輝/Past_Final/DC_final_note.pdf
類比積體電路實驗,吳重雨,108學年,實驗,zip,lab1,大三以上選修/類比積體電路實驗/吳重雨/2019spring/黃士瑜/LAB1.zip
類比積體電路實驗,吳重雨,108學年,實驗,zip,lab2,大三以上選修/類比積體電路實驗/吳重雨/2019spring/黃士瑜/LAB2.zip
類比積體電路實驗,吳重雨,108學年,實驗,zip,lab3,大三以上選修/類比積體電路實驗/吳重雨/2019spring/黃士瑜/LAB3.zip
類比積體電路實驗,吳重雨,108學年,實驗,zip,lab4,大三以上選修/類比積體電路實驗/吳重雨/2019spring/黃士瑜/LAB4.zip
類比積體電路實驗,吳重雨,108學年,實驗,zip,lab5,大三以上選修/類比積體電路實驗/吳重雨/2019spring/黃士瑜/LAB5.zip
類比積體電路實驗,吳重雨,108學年,實驗,zip,lab6,大三以上選修/類比積體電路實驗/吳重雨/2019spring/黃士瑜/LAB6.zip
類比積體電路實驗,吳重雨,108學年,實驗,zip,lab7,大三以上選修/類比積體電路實驗/吳重雨/2019spring/黃士瑜/LAB7.zip
類比積體電路實驗,吳重雨,108學年,實驗,zip,final_1,大三以上選修/類比積體電路實驗/吳重雨/2019spring/黃士瑜/Final_1.zip
類比積體電路實驗,吳重雨,108學年,實驗,zip,final_2,大三以上選修/類比積體電路實驗/吳重雨/2019spring/黃士瑜/Final_2.zip
類比積體電路實驗,吳重雨,108學年,實驗,zip,week1,大三以上選修/類比積體電路實驗/吳重雨/2019spring/蔡曜鴻/week1(VCO).zip
類比積體電路實驗,吳重雨,108學年,實驗,zip,week2,大三以上選修/類比積體電路實驗/吳重雨/2019spring/蔡曜鴻/week2(buffer).zip
類比積體電路實驗,吳重雨,108學年,實驗,zip,week3,大三以上選修/類比積體電路實驗/吳重雨/2019spring/蔡曜鴻/week3(buffer).zip
類比積體電路實驗,吳重雨,108學年,實驗,zip,week4,大三以上選修/類比積體電路實驗/吳重雨/2019spring/蔡曜鴻/week4(single).zip
類比積體電路實驗,吳重雨,108學年,實驗,zip,week5,大三以上選修/類比積體電路實驗/吳重雨/2019spring/蔡曜鴻/week5(folded).zip
類比積體電路實驗,吳重雨,108學年,實驗,zip,week6,大三以上選修/類比積體電路實驗/吳重雨/2019spring/蔡曜鴻/week6(folded).zip
類比積體電路實驗,吳重雨,108學年,實驗,zip,week8,大三以上選修/類比積體電路實驗/吳重雨/2019spring/蔡曜鴻/week8(macro).zip
類比積體電路實驗,吳重雨,108學年,實驗,zip,week9,大三以上選修/類比積體電路實驗/吳重雨/2019spring/蔡曜鴻/week9(LDO).zip
類比積體電路實驗,吳重雨,108學年,實驗,zip,week10,大三以上選修/類比積體電路實驗/吳重雨/2019spring/蔡曜鴻/week10(LDO).zip
類比積體電路實驗,吳重雨,108學年,實驗,zip,final,大三以上選修/類比積體電路實驗/吳重雨/2019spring/蔡曜鴻/final_project(S_H).zip
類比積體電路導論,吳重雨,103學年,期中考,zip,midterm2,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/archeological_question/midterm2/2014.zip
類比積體電路導論,吳重雨,104學年,期中考,pdf,midterm2,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/archeological_question/midterm2/2015類比積體電路導論期中考II.pdf
類比積體電路導論,吳重雨,105學年,期中考,zip,midterm1,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/archeological_question/midterm1/2016.zip
類比積體電路導論,吳重雨,105學年,期中考,zip,midterm2,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/archeological_question/midterm2/2016.zip
類比積體電路導論,吳重雨,105學年,期末考,zip,final,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/archeological_question/final/2016.zip
類比積體電路導論,吳重雨,105學年,講義,pptx,ch1,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2016/Intro-AIC-Chapter_1-Fall-20160822.pptx
類比積體電路導論,吳重雨,105學年,講義,pptx,ch2,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2016/Intro-AIC-Chapter_2-Fall-20160922.pptx
類比積體電路導論,吳重雨,105學年,講義,pptx,ch3,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2016/Intro-AIC-Chapter_3-Fall-20161005.pptx
類比積體電路導論,吳重雨,105學年,講義,pptx,ch4,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2016/Intro-AIC-Chapter_4-Fall-20161016.pptx
類比積體電路導論,吳重雨,105學年,講義,pptx,ch5,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2016/Intro-AIC-Chapter_5-Fall-20161019.pptx
類比積體電路導論,吳重雨,105學年,講義,pptx,ch6,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2016/Intro-AIC-Chapter_6-Fall-2016022.pptx
類比積體電路導論,吳重雨,105學年,講義,pptx,ch7,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2016/Intro-AIC-Chapter_7-Fall-20161204.pptx
類比積體電路導論,吳重雨,105學年,講義,pptx,ch9,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2016/Intro-AIC-Chapter_9-Fall-20161103.pptx
類比積體電路導論,吳重雨,105學年,講義,pptx,ch10,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2016/Intro-AIC-Chapter_10-Fall-20161113.pptx
類比積體電路導論,吳重雨,105學年,講義,pptx,ch11,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2016/Intro-AIC-Chapter_11-Fall-20161204.pptx
類比積體電路導論,吳重雨,106學年,期中考,zip,midterm1,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/archeological_question/midterm1/2017.zip
類比積體電路導論,吳重雨,106學年,期中考,zip,midterm2,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/archeological_question/midterm2/2017.zip
類比積體電路導論,吳重雨,106學年,期末考,zip,final,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/archeological_question/final/2017.zip
類比積體電路導論,吳重雨,105學年,講義,pdf,ch1,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2017/Intro-AIC-Chapter1-Fall-20170828.pdf
類比積體電路導論,吳重雨,105學年,講義,pdf,ch2,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2017/Intro-AIC-Chapter2-Fall-20170924.pdf
類比積體電路導論,吳重雨,105學年,講義,pdf,ch3,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2017/Intro-AIC-Chapter3-Fall-20170930.pdf
類比積體電路導論,吳重雨,105學年,講義,pdf,ch4,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2017/Intro-AIC-Chapter4-Fall-20170924.pdf
類比積體電路導論,吳重雨,105學年,講義,pdf,ch5,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2017/Intro-AIC-Chapter5-Fall-20171011.pdf
類比積體電路導論,吳重雨,105學年,講義,pdf,ch6,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2017/Intro-AIC-Chapter6-Fall-20171011.pdf
類比積體電路導論,吳重雨,105學年,講義,pdf,ch7,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2017/Intro-AIC-Chapter7-Fall-20171111.pdf
類比積體電路導論,吳重雨,105學年,講義,pdf,ch9,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2017/Intro-AIC-Chapter9-Fall-20171012.pdf
類比積體電路導論,吳重雨,105學年,講義,pdf,ch10,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2017/Intro-AIC-Chapter10-Fall-20171029.pdf
類比積體電路導論,吳重雨,105學年,講義,pdf,ch12,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2017/Intro-AIC-Chapter12-Fall-20171111.pdf
類比積體電路導論,吳重雨,105學年,講義,zip,ch13,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2017/ch13.zip
類比積體電路導論,吳重雨,105學年,講義,zip,ch14,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2017/ch14.zip
類比積體電路導論,吳重雨,107學年,期中考,zip,midterm1,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/midterm1.zip
類比積體電路導論,吳重雨,107學年,期中考,zip,midterm2,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/midterm2.zip
類比積體電路導論,吳重雨,107學年,期末考,zip,final,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/final.zip
類比積體電路導論,吳重雨,107學年,講義,pdf,ch1,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2018/Intro-AIC-Chapter1-Fall-20180906.pdf
類比積體電路導論,吳重雨,107學年,講義,pdf,ch2,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2018/Intro-AIC-Chapter2-Fall-20180909.pdf
類比積體電路導論,吳重雨,107學年,講義,pdf,ch3,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2018/Intro-AIC-Chapter3-Fall-20180924.pdf
類比積體電路導論,吳重雨,107學年,講義,pdf,ch4,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2018/Intro-AIC-Chapter4-Fall-20180924.pdf
類比積體電路導論,吳重雨,107學年,講義,pdf,ch5,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2018/Intro-AIC-Chapter5-Fall-20181013.pdf
類比積體電路導論,吳重雨,107學年,講義,pdf,ch6,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2018/Intro-AIC-Chapter6-Fall-20181004.pdf
類比積體電路導論,吳重雨,107學年,講義,pdf,ch7,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2018/Intro-AIC-Chapter7-Fall-20181105.pdf
類比積體電路導論,吳重雨,107學年,講義,pdf,ch9,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2018/Intro-AIC-Chapter9-Fall-20181010.pdf
類比積體電路導論,吳重雨,107學年,講義,pdf,ch10,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2018/Intro-AIC-Chapter10-Fall-20181013.pdf
類比積體電路導論,吳重雨,107學年,講義,pdf,ch12,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2018/Intro-AIC-Chapter12-Fall-20181112.pdf
類比積體電路導論,吳重雨,107學年,講義,pdf,ch13,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2018/Intro-AIC-Chapter13-Fall-20181118.pdf
類比積體電路導論,吳重雨,107學年,講義,pdf,ch14,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/handout/2018/Intro-AIC-Chapter14-Fall-20181209.pdf
類比積體電路導論,吳重雨,107學年,作業,zip,hw1,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hw/2018/hw1.zip
類比積體電路導論,吳重雨,107學年,作業,zip,hw2,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hw/2018/hw2.zip
類比積體電路導論,吳重雨,107學年,作業,zip,hw3,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hw/2018/hw3.zip
類比積體電路導論,吳重雨,107學年,作業,zip,hw4,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hw/2018/hw4.zip
類比積體電路導論,吳重雨,107學年,作業,zip,hw5,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hw/2018/hw5.zip
類比積體電路導論,吳重雨,107學年,作業,zip,hw6,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hw/2018/hw6.zip
類比積體電路導論,吳重雨,107學年,作業,zip,hw7,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hw/2018/hw7.zip
類比積體電路導論,吳重雨,107學年,作業,zip,hw8,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hw/2018/hw8.zip
類比積體電路導論,吳重雨,107學年,作業,zip,hw9,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hw/2018/hw9.zip
類比積體電路導論,吳重雨,107學年,作業,zip,hw10,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hw/2018/hw10.zip
類比積體電路導論,吳重雨,107學年,作業,zip,hw11,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hw/2018/hw11.zip
類比積體電路導論,吳重雨,107學年,作業,zip,hw12,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hw/2018/hw12.zip
類比積體電路導論,吳重雨,107學年,作業,zip,hspice_hw1,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hspice_hw/hw1.zip
類比積體電路導論,吳重雨,107學年,作業,zip,hspice_hw2,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hspice_hw/hw2.zip
類比積體電路導論,吳重雨,107學年,作業,zip,hspice_hw3,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hspice_hw/hw3.zip
類比積體電路導論,吳重雨,107學年,作業,zip,hspice_hw4,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hspice_hw/hw4.zip
類比積體電路導論,吳重雨,107學年,作業,zip,hspice_hw5,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hspice_hw/hw5.zip
類比積體電路導論,吳重雨,107學年,作業,zip,hspice_hw6,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hspice_hw/hw6.zip
類比積體電路導論,吳重雨,107學年,專題,zip,final_project,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hspice_hw/final_project.zip
類比積體電路導論,吳重雨,107學年,講義,pdf,Hspice_Tutorial,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hspice_hw/Hspice-Tutorial2018.pdf
類比積體電路導論,吳重雨,107學年,講義,pdf,Hspice_mosfet,大三以上選修/類比積體電路導論/2018F_AIC_吳重雨/hspice_hw/hspice_mosfet.pdf
類比積體電路導論,洪浩喬,109學年,期中考,pdf,midterm,大三以上選修/類比積體電路導論/2020F_AIC_洪浩喬/AIC_洪浩喬_2020F_MID.pdf
類比積體電路導論,洪浩喬,109學年,期中考,pdf,midterm_sol,大三以上選修/類比積體電路導論/2020F_AIC_洪浩喬/midterm_vfinal_markingscheme_annotated.pdf
類比積體電路導論,洪浩喬,109學年,期末考,pdf,final,大三以上選修/類比積體電路導論/2020F_AIC_洪浩喬/AIC_洪浩喬_2020F_FINAL.pdf
VLSI實驗,闕河鳴,106學年,實驗,zip,lab1,大三以上選修/VLSI實驗/楊凱翔學長/LAB1.zip
VLSI實驗,闕河鳴,106學年,實驗,zip,lab2,大三以上選修/VLSI實驗/楊凱翔學長/LAB2.zip
VLSI實驗,闕河鳴,106學年,實驗,zip,lab3,大三以上選修/VLSI實驗/楊凱翔學長/LAB3.zip
VLSI實驗,闕河鳴,106學年,實驗,zip,lab4,大三以上選修/VLSI實驗/楊凱翔學長/LAB4.zip
VLSI實驗,闕河鳴,106學年,實驗,zip,lab5,大三以上選修/VLSI實驗/楊凱翔學長/LAB5.zip
